Mat 1:1  βίβλος@nnfsc γένεσις@ngfsc Ἰησοῦς@ngmsp Χριστός@ngmsp υἱός@ngmsc Δαυίδ@ngmsp υἱός@ngmsc Ἀβραάμ@ngmsp 
Mat 15:23  ὁ@dnms δέ@cc οὐ@b ἀποκρίνομαι@viap3s αὐτός@rpdfs λόγος@namsc καί@cc προσέρχομαι@vpaanmp ὁ@dnmp μαθητής@nnmpc αὐτός@rpgms ἐρωτάω@viia3p αὐτός@rpams λέγω@vppanmp ἀπολύω@vdaa2s αὐτός@rpafs ὅτι@cs κράζω@vipa3s ὄπισθεν@pg ἐγώ@rpg-p 
Mat 15:24  ὁ@dnms δέ@cc ἀποκρίνομαι@vpapnms λέγω@viaa3s οὐ@b ἀποστέλλω@viap1s εἰ@cs μή@x εἰς@pa ὁ@danp πρόβατον@nanpc ὁ@danp ἀπόλλυμι@vpxaanp οἶκος@ngmsc Ἰσραήλ@ngmsp 
Mat 15:25  ὁ@dnfs δέ@cc ἔρχομαι@vpaanfs προσκυνέω@viia3s αὐτός@rpdms λέγω@vppanfs κύριος@nvmsc βοηθέω@vdpa2s ἐγώ@rpd-s 
Mat 15:26  ὁ@dnms δέ@cc ἀποκρίνομαι@vpapnms λέγω@viaa3s οὐ@b εἰμί@vipa3s καλός@annnsn λαμβάνω@vnaa ὁ@dams ἄρτος@namsc ὁ@dgnp τέκνον@ngnpc καί@cc βάλλω@vnaa ὁ@ddnp κυνάριον@ndnpc 
Mat 15:27  ὁ@dnfs δέ@cc λέγω@viaa3s ναί@x κύριος@nvmsc καί@b γάρ@cc ὁ@dnnp κυνάριον@nnnpc ἐσθίω@vipa3s ἀπό@pg ὁ@dgnp ψιχίον@ngnpc ὁ@dgnp πίπτω@vppagnp ἀπό@pg ὁ@dgfs τράπεζα@ngfsc ὁ@dgmp κύριος@ngmpc αὐτός@rpgmp 
Mat 15:28  τότε@b ἀποκρίνομαι@vpapnms ὁ@dnms Ἰησοῦς@nnmsp λέγω@viaa3s αὐτός@rpdfs ὦ@i γυνή@nvfsc μέγας@annfsn σύ@rpg-s ὁ@dnfs πίστις@nnfsc γίνομαι@vdap3s σύ@rpd-s ὡς@cs θέλω@vipa2s καί@cc ἰάομαι@viap3s ὁ@dnfs θυγάτηρ@nnfsc αὐτός@rpgfs ἀπό@pg ὁ@dgfs ὥρα@ngfsc ἐκεῖνος@rdgfs 
Mat 15:29  καί@cc μεταβαίνω@vpaanms ἐκεῖθεν@b ὁ@dnms Ἰησοῦς@nnmsp ἔρχομαι@viaa3s παρά@pa ὁ@dafs θάλασσα@nafsc ὁ@dgfs Γαλιλαία@ngfsp καί@cc ἀναβαίνω@vpaanms εἰς@pa ὁ@dans ὄρος@nansc κάθημαι@viim3s ἐκεῖ@b 
Mat 15:30  καί@cc προσέρχομαι@viaa3p αὐτός@rpdms ὄχλος@nnmpc πολύς@annmpn ἔχω@vppanmp μετά@pg ἑαυτοῦ@rxgmp χωλός@anampn τυφλός@anampn κυλλός@anampn κωφός@anampn καί@cc ἕτερος@aiampn πολύς@anampn καί@cc ῥίπτω@viaa3p αὐτός@rpamp παρά@pa ὁ@damp πούς@nampc αὐτός@rpgms καί@cc θεραπεύω@viaa3s αὐτός@rpamp 
Mat 15:31  ὥστε@cs ὁ@dams ὄχλος@namsc θαυμάζω@vnaa βλέπω@vppaamp κωφός@anampn λαλέω@vppaamp κυλλός@anampn ὑγιής@anampn καί@cc χωλός@anampn περιπατέω@vppaamp καί@cc τυφλός@anampn βλέπω@vppaamp καί@cc δοξάζω@viaa3p ὁ@dams θεός@namsc Ἰσραήλ@ngmsp 
Mat 15:32  ὁ@dnms δέ@cc Ἰησοῦς@nnmsp προσκαλέομαι@vpamnms ὁ@damp μαθητής@nampc αὐτός@rpgms λέγω@viaa3s σπλαγχνίζομαι@vipm1s ἐπί@pa ὁ@dams ὄχλος@namsc ὅτι@cs ἤδη@b ἡμέρα@nnfpc τρεῖς@acnfpn προσμένω@vipa3p ἐγώ@rpd-s καί@cc οὐ@b ἔχω@vipa3p τίς@rqans ἐσθίω@vsaa3p καί@cc ἀπολύω@vnaa αὐτός@rpamp νῆστις@anampn οὐ@b θέλω@vipa1s μήποτε@cs ἐκλύω@vsap3p ἐν@pd ὁ@ddfs ὁδός@ndfsc 
Mat 15:33  καί@cc λέγω@vipa3p αὐτός@rpdms ὁ@dnmp μαθητής@nnmpc πόθεν@b ἐγώ@rpd-p ἐν@pd ἐρημία@ndfsc ἄρτος@nnmpc τοσοῦτος@adnmpn ὥστε@cs χορτάζω@vnaa ὄχλος@namsc τοσοῦτος@adamsn 
Mat 15:34  καί@cc λέγω@vipa3s αὐτός@rpdmp ὁ@dnms Ἰησοῦς@nnmsp πόσος@aqampn ἄρτος@nampc ἔχω@vipa2p ὁ@dnmp δέ@cc λέγω@viaa3p ἑπτά@ac---n καί@cc ὀλίγος@ananpn ἰχθύδιον@nanpc 
Mat 15:35  καί@cc παραγγέλλω@vpaanms ὁ@ddms ὄχλος@ndmsc ἀναπίπτω@vnaa ἐπί@pa ὁ@dafs γῆ@nafsc 
Mat 15:36  λαμβάνω@viaa3s ὁ@damp ἑπτά@ac---n ἄρτος@nampc καί@cc ὁ@damp ἰχθύς@nampc καί@cc εὐχαριστέω@vpaanms κλάω@viaa3s καί@cc δίδωμι@viia3s ὁ@ddmp μαθητής@ndmpc ὁ@dnmp δέ@cc μαθητής@nnmpc ὁ@ddmp ὄχλος@ndmpc 
Mat 15:37  καί@cc ἐσθίω@viaa3p πᾶς@ainmpn καί@cc χορτάζω@viap3p καί@cc ὁ@dans περισσεύω@vppaans ὁ@dgnp κλάσμα@ngnpc αἴρω@viaa3p ἑπτά@ac---n σπυρίς@nafpc πλήρης@anafpn 
Mat 15:38  ὁ@dnmp δέ@cc ἐσθίω@vppanmp εἰμί@viia3p τετρακισχίλιοι@acnmpn ἀνήρ@nnmpc χωρίς@pg γυνή@ngfpc καί@cc παιδίον@ngnpc 
Mat 15:39  καί@cc ἀπολύω@vpaanms ὁ@damp ὄχλος@nampc ἐμβαίνω@viaa3s εἰς@pa ὁ@dans πλοῖον@nansc καί@cc ἔρχομαι@viaa3s εἰς@pa ὁ@danp ὅριον@nanpc Μαγαδάν@ngfsp 
Mat 16:1  καί@cc προσέρχομαι@vpaanmp ὁ@dnmp Φαρισαῖος@nnmpp καί@cc Σαδδουκαῖος@nnmpp πειράζω@vppanmp ἐπερωτάω@viaa3p αὐτός@rpams σημεῖον@nansc ἐκ@pg ὁ@dgms οὐρανός@ngmsc ἐπιδείκνυμι@vnaa αὐτός@rpdmp 
Mat 16:2  ὁ@dnms δέ@cc ἀποκρίνομαι@vpapnms λέγω@viaa3s αὐτός@rpdmp ὀψία@ngfsc γίνομαι@vpamgfs λέγω@vipa2p εὐδία@nnfsc πυρράζω@vipa3s γάρ@cc ὁ@dnms οὐρανός@nnmsc 
Mat 16:3  καί@cc πρωΐ@b σήμερον@b χειμών@nnmsc πυρράζω@vipa3s γάρ@cc στυγνάζω@vppanms ὁ@dnms οὐρανός@nnmsc ὁ@dans μέν@x πρόσωπον@nansc ὁ@dgms οὐρανός@ngmsc γινώσκω@vipa2p διακρίνω@vnpa ὁ@danp δέ@cc σημεῖον@nanpc ὁ@dgmp καιρός@ngmpc οὐ@b δύναμαι@vipm2p 
Mat 16:4  γενεά@nnfsc πονηρός@annfsn καί@cc μοιχαλίς@nnfsc σημεῖον@nansc ἐπιζητέω@vipa3s καί@cc σημεῖον@nnnsc οὐ@b δίδωμι@vifp3s αὐτός@rpdfs εἰ@cs μή@x ὁ@dnns σημεῖον@nnnsc Ἰωνᾶς@ngmsp καί@cc καταλείπω@vpaanms αὐτός@rpamp ἀπέρχομαι@viaa3s 
Mat 16:5  καί@cc ἔρχομαι@vpaanmp ὁ@dnmp μαθητής@nnmpc εἰς@pa ὁ@dans πέραν@b ἐπιλανθάνομαι@viam3p ἄρτος@nampc λαμβάνω@vnaa 
Mat 16:6  ὁ@dnms δέ@cc Ἰησοῦς@nnmsp λέγω@viaa3s αὐτός@rpdmp ὁράω@vdpa2p καί@cc προσέχω@vdpa2p ἀπό@pg ὁ@dgfs ζύμη@ngfsc ὁ@dgmp Φαρισαῖος@ngmpp καί@cc Σαδδουκαῖος@ngmpp 
Mat 16:7  ὁ@dnmp δέ@cc διαλογίζομαι@viim3p ἐν@pd ἑαυτοῦ@rxdmp λέγω@vppanmp ὅτι@cs ἄρτος@nampc οὐ@b λαμβάνω@viaa1p 
Mat 16:8  γινώσκω@vpaanms δέ@cc ὁ@dnms Ἰησοῦς@nnmsp λέγω@viaa3s τίς@rqans διαλογίζομαι@vipm2p ἐν@pd ἑαυτοῦ@rxdmp ὀλιγόπιστος@anvmpn ὅτι@cs ἄρτος@nampc οὐ@b ἔχω@vipa2p 
Mat 16:9  οὔπω@b νοέω@vipa2p οὐδέ@cc μνημονεύω@vipa2p ὁ@damp πέντε@ac---n ἄρτος@nampc ὁ@dgmp πεντακισχίλιοι@acgmpn καί@cc πόσος@aqampn κόφινος@nampc λαμβάνω@viaa2p 
Mat 16:10  οὐδέ@cc ὁ@damp ἑπτά@ac---n ἄρτος@nampc ὁ@dgmp τετρακισχίλιοι@acgmpn καί@cc πόσος@aqafpn σπυρίς@nafpc λαμβάνω@viaa2p 
Mat 16:11  πῶς@b οὐ@b νοέω@vipa2p ὅτι@cs οὐ@b περί@pg ἄρτος@ngmpc λέγω@viaa1s σύ@rpd-p προσέχω@vdpa2p δέ@cc ἀπό@pg ὁ@dgfs ζύμη@ngfsc ὁ@dgmp Φαρισαῖος@ngmpp καί@cc Σαδδουκαῖος@ngmpp 
Mat 16:12  τότε@b συνίημι@viaa3p ὅτι@cs οὐ@b λέγω@viaa3s προσέχω@vnpa ἀπό@pg ὁ@dgfs ζύμη@ngfsc ὁ@dgmp ἄρτος@ngmpc ἀλλά@cc ἀπό@pg ὁ@dgfs διδαχή@ngfsc ὁ@dgmp Φαρισαῖος@ngmpp καί@cc Σαδδουκαῖος@ngmpp 
Mat 16:13  ἔρχομαι@vpaanms δέ@cc ὁ@dnms Ἰησοῦς@nnmsp εἰς@pa ὁ@danp μέρος@nanpc Καισάρεια@ngfsp ὁ@dgfs Φίλιππος@ngmsp ἐρωτάω@viia3s ὁ@damp μαθητής@nampc αὐτός@rpgms λέγω@vppanms τίς@rqams λέγω@vipa3p ὁ@dnmp ἄνθρωπος@nnmpc εἰμί@vnpa ὁ@dams υἱός@namsc ὁ@dgms ἄνθρωπος@ngmsc 
Mat 16:14  ὁ@dnmp δέ@cc λέγω@viaa3p ὁ@dnmp μέν@x Ἰωάννης@namsp ὁ@dams βαπτιστής@namsc ἄλλος@ainmpn δέ@cc Ἠλίας@namsp ἕτερος@ainmpn δέ@cc Ἰερεμίας@namsp ἤ@cc εἷς@acamsn ὁ@dgmp προφήτης@ngmpc 
Mat 16:15  λέγω@vipa3s αὐτός@rpdmp σύ@rpn-p δέ@cc τίς@rqams ἐγώ@rpa-s λέγω@vipa2p εἰμί@vnpa 
Mat 16:16  ἀποκρίνομαι@vpapnms δέ@cc Σίμων@nnmsp Πέτρος@nnmsp λέγω@viaa3s σύ@rpn-s εἰμί@vipa2s ὁ@dnms Χριστός@nnmsp ὁ@dnms υἱός@nnmsc ὁ@dgms θεός@ngmsc ὁ@dgms ζάω@vppagms 
Mat 16:17  ἀποκρίνομαι@vpapnms δέ@cc ὁ@dnms Ἰησοῦς@nnmsp λέγω@viaa3s αὐτός@rpdms μακάριος@annmsn εἰμί@vipa2s Σίμων@nvmsp Βαριωνᾶ@nvmsp ὅτι@cs σάρξ@nnfsc καί@cc αἷμα@nnnsc οὐ@b ἀποκαλύπτω@viaa3s σύ@rpd-s ἀλλά@cc ὁ@dnms πατήρ@nnmsc ἐγώ@rpg-s ὁ@dnms ἐν@pd ὁ@ddmp οὐρανός@ndmpc 
Mat 16:18  καί+ἐγώ@b&rpn-s δέ@cc σύ@rpd-s λέγω@vipa1s ὅτι@cs σύ@rpn-s εἰμί@vipa2s Πέτρος@nnmsp καί@cc ἐπί@pd οὗτος@rddfs ὁ@ddfs πέτρα@ndfsc οἰκοδομέω@vifa1s ἐγώ@rpg-s ὁ@dafs ἐκκλησία@nafsc καί@cc πύλη@nnfpc ᾅδης@ngmsc οὐ@b κατισχύω@vifa3p αὐτός@rpgfs 
Mat 16:19  δίδωμι@vifa1s σύ@rpd-s ὁ@dafp κλείς@nafpc ὁ@dgfs βασιλεία@ngfsc ὁ@dgmp οὐρανός@ngmpc καί@cc ὅς@rrans ἐάν@x δέω@vsaa2s ἐπί@pg ὁ@dgfs γῆ@ngfsc εἰμί@vifm3s δέω@vpxpnns ἐν@pd ὁ@ddmp οὐρανός@ndmpc καί@cc ὅς@rrans ἐάν@x λύω@vsaa2s ἐπί@pg ὁ@dgfs γῆ@ngfsc εἰμί@vifm3s λύω@vpxpnns ἐν@pd ὁ@ddmp οὐρανός@ndmpc 
Mat 16:20  τότε@b διαστέλλω@viam3s ὁ@ddmp μαθητής@ndmpc ἵνα@cs μηδείς@ridms λέγω@vsaa3p ὅτι@cs αὐτός@rtnms εἰμί@vipa3s ὁ@dnms Χριστός@nnmsp 
Mat 16:21  ἀπό@pg τότε@b ἄρχω@viam3s ὁ@dnms Ἰησοῦς@nnmsp δείκνυμι@vnpa ὁ@ddmp μαθητής@ndmpc αὐτός@rpgms ὅτι@cs δεῖ@vipa3s αὐτός@rpams εἰς@pa Ἱεροσόλυμα@nanpp ἀπέρχομαι@vnaa καί@cc πολύς@ananpn πάσχω@vnaa ἀπό@pg ὁ@dgmp πρεσβύτερος@angmpc καί@cc ἀρχιερεύς@ngmpc καί@cc γραμματεύς@ngmpc καί@cc ἀποκτείνω@vnap καί@cc ὁ@ddfs τρίτος@aodfsn ἡμέρα@ndfsc ἐγείρω@vnap 
Mat 16:22  καί@cc προσλαμβάνω@vpamnms αὐτός@rpams ὁ@dnms Πέτρος@nnmsp ἄρχω@viam3s ἐπιτιμάω@vnpa αὐτός@rpdms λέγω@vppanms ἵλεως@annmsn σύ@rpd-s κύριος@nvmsc οὐ@b μή@x εἰμί@vifm3s σύ@rpd-s οὗτος@rdnns 
Mat 16:23  ὁ@dnms δέ@cc στρέφω@vpapnms λέγω@viaa3s ὁ@ddms Πέτρος@ndmsp ὑπάγω@vdpa2s ὀπίσω@pg ἐγώ@rpg-s Σατανᾶς@nvmsp σκάνδαλον@nnnsc εἰμί@vipa2s ἐγώ@rpg-s ὅτι@cs οὐ@b φρονέω@vipa2s ὁ@danp ὁ@dgms θεός@ngmsc ἀλλά@cc ὁ@danp ὁ@dgmp ἄνθρωπος@ngmpc 
Mat 16:24  τότε@b ὁ@dnms Ἰησοῦς@nnmsp λέγω@viaa3s ὁ@ddmp μαθητής@ndmpc αὐτός@rpgms εἰ@cs τὶς@rinms θέλω@vipa3s ὀπίσω@pg ἐγώ@rpg-s ἔρχομαι@vnaa ἀπαρνέομαι@vdam3s ἑαυτοῦ@rxams καί@cc αἴρω@vdaa3s ὁ@dams σταυρός@namsc αὐτός@rpgms καί@cc ἀκολουθέω@vdpa3s ἐγώ@rpd-s 
Mat 16:25  ὅς@rrnms γάρ@cc ἐάν@x θέλω@vspa3s ὁ@dafs ψυχή@nafsc αὐτός@rpgms σῴζω@vnaa ἀπόλλυμι@vifa3s αὐτός@rpafs ὅς@rrnms δέ@cc ἄν@x ἀπόλλυμι@vsaa3s ὁ@dafs ψυχή@nafsc αὐτός@rpgms ἕνεκα@pg ἐγώ@rpg-s εὑρίσκω@vifa3s αὐτός@rpafs 
Mat 16:26  τίς@rqans γάρ@cc ὠφελέω@vifp3s ἄνθρωπος@nnmsc ἐάν@cs ὁ@dams κόσμος@namsc ὅλος@anamsn κερδαίνω@vsaa3s ὁ@dafs δέ@cc ψυχή@nafsc αὐτός@rpgms ζημιόω@vsap3s ἤ@cc τίς@rqans δίδωμι@vifa3s ἄνθρωπος@nnmsc ἀντάλλαγμα@nansc ὁ@dgfs ψυχή@ngfsc αὐτός@rpgms 
Mat 16:27  μέλλω@vipa3s γάρ@cc ὁ@dnms υἱός@nnmsc ὁ@dgms ἄνθρωπος@ngmsc ἔρχομαι@vnpm ἐν@pd ὁ@ddfs δόξα@ndfsc ὁ@dgms πατήρ@ngmsc αὐτός@rpgms μετά@pg ὁ@dgmp ἄγγελος@ngmpc αὐτός@rpgms καί@cc τότε@b ἀποδίδωμι@vifa3s ἕκαστος@aidmsn κατά@pa ὁ@dafs πρᾶξις@nafsc αὐτός@rpgms 
Mat 16:28  ἀμήν@t λέγω@vipa1s σύ@rpd-p ὅτι@cs εἰμί@vipa3p τὶς@rinmp ὁ@dgmp ὧδε@b ἵστημι@vpxagmp ὅστις@rrnmp οὐ@b μή@x γεύω@vsam3p θάνατος@ngmsc ἕως@cs ἄν@x ὁράω@vsaa3p ὁ@dams υἱός@namsc ὁ@dgms ἄνθρωπος@ngmsc ἔρχομαι@vppmams ἐν@pd ὁ@ddfs βασιλεία@ndfsc αὐτός@rpgms 
Mat 17:1  καί@cc μετά@pa ἡμέρα@nafpc ἕξ@ac---n παραλαμβάνω@vipa3s ὁ@dnms Ἰησοῦς@nnmsp ὁ@dams Πέτρος@namsp καί@cc Ἰάκωβος@namsp καί@cc Ἰωάννης@namsp ὁ@dams ἀδελφός@namsc αὐτός@rpgms καί@cc ἀναφέρω@vipa3s αὐτός@rpamp εἰς@pa ὄρος@nansc ὑψηλός@anansn κατά@pa ἴδιος@anafsn 
Mat 17:2  καί@cc μεταμορφόω@viap3s ἔμπροσθεν@pg αὐτός@rpgmp καί@cc λάμπω@viaa3s ὁ@dnns πρόσωπον@nnnsc αὐτός@rpgms ὡς@cs ὁ@dnms ἥλιος@nnmsc ὁ@dnnp δέ@cc ἱμάτιον@nnnpc αὐτός@rpgms γίνομαι@viam3s λευκός@annnpn ὡς@cs ὁ@dnns φῶς@nnnsc 
Mat 17:3  καί@cc ἰδού@i ὁράω@viap3s αὐτός@rpdmp Μωϋσῆς@nnmsp καί@cc Ἠλίας@nnmsp συλλαλέω@vppanmp μετά@pg αὐτός@rpgms 
Mat 17:4  ἀποκρίνομαι@vpapnms δέ@cc ὁ@dnms Πέτρος@nnmsp λέγω@viaa3s ὁ@ddms Ἰησοῦς@ndmsp κύριος@nvmsc καλός@annnsn εἰμί@vipa3s ἐγώ@rpa-p ὧδε@b εἰμί@vnpa εἰ@cs θέλω@vipa2s ποιέω@vifa1s ὧδε@b τρεῖς@acafpn σκηνή@nafpc σύ@rpd-s εἷς@acafsn καί@cc Μωϋσῆς@ndmsp εἷς@acafsn καί@cc Ἠλίας@ndmsp εἷς@acafsn 
Mat 17:5  ἔτι@b αὐτός@rpgms λαλέω@vppagms ἰδού@i νεφέλη@nnfsc φωτεινός@annfsn ἐπισκιάζω@viaa3s αὐτός@rpamp καί@cc ἰδού@i φωνή@nnfsc ἐκ@pg ὁ@dgfs νεφέλη@ngfsc λέγω@vppanfs οὗτος@rdnms εἰμί@vipa3s ὁ@dnms υἱός@nnmsc ἐγώ@rpg-s ὁ@dnms ἀγαπητός@annmsn ἐν@pd ὅς@rrdms εὐδοκέω@viaa1s ἀκούω@vdpa2p αὐτός@rpgms 
Mat 17:6  καί@cc ἀκούω@vpaanmp ὁ@dnmp μαθητής@nnmpc πίπτω@viaa3p ἐπί@pa πρόσωπον@nansc αὐτός@rpgmp καί@cc φοβέω@viap3p σφόδρα@b 
Mat 17:7  καί@cc προσέρχομαι@viaa3s ὁ@dnms Ἰησοῦς@nnmsp καί@cc ἅπτω@vpamnms αὐτός@rpgmp λέγω@viaa3s ἐγείρω@vdap2p καί@cc μή@x φοβέω@vdpm2p 
Mat 17:8  ἐπαίρω@vpaanmp δέ@cc ὁ@damp ὀφθαλμός@nampc αὐτός@rpgmp οὐδείς@riams ὁράω@viaa3p εἰ@cs μή@x αὐτός@rpams Ἰησοῦς@namsp μόνος@anamsn 
Mat 17:9  καί@cc καταβαίνω@vppagmp αὐτός@rpgmp ἐκ@pg ὁ@dgns ὄρος@ngnsc ἐντέλλομαι@viam3s αὐτός@rpdmp ὁ@dnms Ἰησοῦς@nnmsp λέγω@vppanms μηδείς@ridms λέγω@vsaa2p ὁ@dans ὅραμα@nansc ἕως@pg ὅς@rrgns ὁ@dnms υἱός@nnmsc ὁ@dgms ἄνθρωπος@ngmsc ἐκ@pg νεκρός@angmpn ἐγείρω@vsap3s 
Mat 17:10  καί@cc ἐπερωτάω@viaa3p αὐτός@rpams ὁ@dnmp μαθητής@nnmpc λέγω@vppanmp τίς@rqans οὖν@cc ὁ@dnmp γραμματεύς@nnmpc λέγω@vipa3p ὅτι@cs Ἠλίας@namsp δεῖ@vipa3s ἔρχομαι@vnaa πρῶτος@b 
Mat 17:11  ὁ@dnms δέ@cc ἀποκρίνομαι@vpapnms λέγω@viaa3s Ἠλίας@nnmsp μέν@x ἔρχομαι@vipm3s καί@cc ἀποκαθιστάνω@vifa3s πᾶς@aianpn 
Mat 17:12  λέγω@vipa1s δέ@cc σύ@rpd-p ὅτι@cs Ἠλίας@nnmsp ἤδη@b ἔρχομαι@viaa3s καί@cc οὐ@b ἐπιγινώσκω@viaa3p αὐτός@rpams ἀλλά@cc ποιέω@viaa3p ἐν@pd αὐτός@rpdms ὅσος@rranp θέλω@viaa3p οὕτως@b καί@b ὁ@dnms υἱός@nnmsc ὁ@dgms ἄνθρωπος@ngmsc μέλλω@vipa3s πάσχω@vnpa ὑπό@pg αὐτός@rpgmp 
Mat 17:13  τότε@b συνίημι@viaa3p ὁ@dnmp μαθητής@nnmpc ὅτι@cs περί@pg Ἰωάννης@ngmsp ὁ@dgms βαπτιστής@ngmsc λέγω@viaa3s αὐτός@rpdmp 
Mat 17:14  καί@cc ἔρχομαι@vpaagmp πρός@pa ὁ@dams ὄχλος@namsc προσέρχομαι@viaa3s αὐτός@rpdms ἄνθρωπος@nnmsc γονυπετέω@vppanms αὐτός@rpams 
Mat 17:15  καί@cc λέγω@vppanms κύριος@nvmsc ἐλεέω@vdaa2s ἐγώ@rpg-s ὁ@dams υἱός@namsc ὅτι@cs σεληνιάζομαι@vipp3s καί@cc κακῶς@b πάσχω@vipa3s πολλάκις@b γάρ@cc πίπτω@vipa3s εἰς@pa ὁ@dans πῦρ@nansc καί@cc πολλάκις@b εἰς@pa ὁ@dans ὕδωρ@nansc 
Mat 17:16  καί@cc προσφέρω@viaa1s αὐτός@rpams ὁ@ddmp μαθητής@ndmpc σύ@rpg-s καί@cc οὐ@b δύναμαι@viap3p αὐτός@rpams θεραπεύω@vnaa 
Mat 17:17  ἀποκρίνομαι@vpapnms δέ@cc ὁ@dnms Ἰησοῦς@nnmsp λέγω@viaa3s ὦ@i γενεά@nvfsc ἄπιστος@anvfsn καί@cc διαστρέφω@vpxpvfs ἕως@b/pp πότε@b μετά@pg σύ@rpg-p εἰμί@vifm1s ἕως@b/pp πότε@b ἀνέχω@vifm1s σύ@rpg-p φέρω@vdpa2p ἐγώ@rpd-s αὐτός@rpams ὧδε@b 
Mat 17:18  καί@cc ἐπιτιμάω@viaa3s αὐτός@rpdms ὁ@dnms Ἰησοῦς@nnmsp καί@cc ἐξέρχομαι@viaa3s ἀπό@pg αὐτός@rpgms ὁ@dnns δαιμόνιον@nnnsc καί@cc θεραπεύω@viap3s ὁ@dnms παῖς@nnmsc ἀπό@pg ὁ@dgfs ὥρα@ngfsc ἐκεῖνος@rdgfs 
Mat 17:19  τότε@b προσέρχομαι@vpaanmp ὁ@dnmp μαθητής@nnmpc ὁ@ddms Ἰησοῦς@ndmsp κατά@pa ἴδιος@anafsn λέγω@viaa3p διά@pa τίς@rqans ἐγώ@rpn-p οὐ@b δύναμαι@viap1p ἐκβάλλω@vnaa αὐτός@rpans 
Mat 17:20  ὁ@dnms δέ@cc λέγω@vipa3s αὐτός@rpdmp διά@pa ὁ@dafs ὀλιγοπιστία@nafsc σύ@rpg-p ἀμήν@t γάρ@cc λέγω@vipa1s σύ@rpd-p ἐάν@cs ἔχω@vspa2p πίστις@nafsc ὡς@cs κόκκος@namsc σίναπι@ngnsc λέγω@vifa2p ὁ@ddns ὄρος@ndnsc οὗτος@rddns μεταβαίνω@vdaa2s ἔνθεν@b ἐκεῖ@b καί@cc μεταβαίνω@vifm3s καί@cc οὐδείς@rinns ἀδυνατέω@vifa3s σύ@rpd-p 
Mat 17:21  
Mat 17:22  συστρέφω@vpppgmp δέ@cc αὐτός@rpgmp ἐν@pd ὁ@ddfs Γαλιλαία@ndfsp λέγω@viaa3s αὐτός@rpdmp ὁ@dnms Ἰησοῦς@nnmsp μέλλω@vipa3s ὁ@dnms υἱός@nnmsc ὁ@dgms ἄνθρωπος@ngmsc παραδίδωμι@vnpp εἰς@pa χείρ@nafpc ἄνθρωπος@ngmpc 
Mat 17:23  καί@cc ἀποκτείνω@vifa3p αὐτός@rpams καί@cc ὁ@ddfs τρίτος@aodfsn ἡμέρα@ndfsc ἐγείρω@vifp3s καί@cc λυπέω@viap3p σφόδρα@b 
Mat 17:24  ἔρχομαι@vpaagmp δέ@cc αὐτός@rpgmp εἰς@pa Καφαρναούμ@nafsp προσέρχομαι@viaa3p ὁ@dnmp ὁ@danp δίδραχμον@nanpc λαμβάνω@vppanmp ὁ@ddms Πέτρος@ndmsp καί@cc λέγω@viaa3p ὁ@dnms διδάσκαλος@nnmsc σύ@rpg-p οὐ@b τελέω@vipa3s ὁ@danp δίδραχμον@nanpc 
Mat 17:25  λέγω@vipa3s ναί@x καί@cc ἔρχομαι@vpaaams εἰς@pa ὁ@dafs οἰκία@nafsc προφθάνω@viaa3s αὐτός@rpams ὁ@dnms Ἰησοῦς@nnmsp λέγω@vppanms τίς@rqnns σύ@rpd-s δοκέω@vipa3s Σίμων@nvmsp ὁ@dnmp βασιλεύς@nnmpc ὁ@dgfs γῆ@ngfsc ἀπό@pg τίς@rqgmp λαμβάνω@vipa3p τέλος@nanpc ἤ@cc κῆνσος@namsc ἀπό@pg ὁ@dgmp υἱός@ngmpc αὐτός@rpgmp ἤ@cc ἀπό@pg ὁ@dgmp ἀλλότριος@angmpn 
Mat 17:26  λέγω@vpaagms δέ@cc ἀπό@pg ὁ@dgmp ἀλλότριος@angmpn φημί@viaa3s/viia3s αὐτός@rpdms ὁ@dnms Ἰησοῦς@nnmsp ἄρα@x γέ@x ἐλεύθερος@annmpn εἰμί@vipa3p ὁ@dnmp υἱός@nnmpc 
Mat 17:27  ἵνα@cs δέ@cc μή@x σκανδαλίζω@vsaa1p αὐτός@rpamp πορεύομαι@vpapnms εἰς@pa θάλασσα@nafsc βάλλω@vdaa2s ἄγκιστρον@nansc καί@cc ὁ@dams ἀναβαίνω@vpaaams πρῶτος@aoamsn ἰχθύς@namsc αἴρω@vdaa2s καί@cc ἀνοίγω@vpaanms ὁ@dans στόμα@nansc αὐτός@rpgms εὑρίσκω@vifa2s στατήρ@namsc ἐκεῖνος@rdams λαμβάνω@vpaanms δίδωμι@vdaa2s αὐτός@rpdmp ἀντί@pg ἐγώ@rpg-s καί@cc σύ@rpg-s 
